code,name,sector,url
1833,ALMAWARID,Commercial & Professional Svc,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC8xODMz/?locale=en
1834,SMASCO,Commercial & Professional Svc,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC8xODM0/?locale=en
1835,TAMKEEN,Commercial & Professional Svc,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC8xODM1/?locale=en
4270,SPPC,Commercial & Professional Svc,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80Mjcw/?locale=en
6004,CATRION,Commercial & Professional Svc,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC82MDA0/?locale=en
2190,SISCO HOLDING,Transportation,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC8yMTkw/?locale=en
4031,SGS,Transportation,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80MDMx/?locale=en
4040,SAPTCO,Transportation,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80MDQw/?locale=en
4260,BUDGET SAUDI,Transportation,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80MjYw/?locale=en
4261,THEEB,Transportation,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80MjYx/?locale=en
4262,LUMI,Transportation,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80MjYy/?locale=en
4263,SAL,Transportation,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80MjYz/?locale=en
4264,FLYNAS,Transportation,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80MjY0/?locale=en
1213,NASEEJ,Consumer Durables & Apparel,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC8xMjEz/?locale=en
2130,SIDC,Consumer Durables & Apparel,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC8yMTMw/?locale=en
2340,ARTEX,Consumer Durables & Apparel,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC8yMzQw/?locale=en
4011,LAZURDE,Consumer Durables & Apparel,https://www.saudiexchange.sa/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jZBLb4JQEIV_iwuXdUYUuHZHNcUHCEhahY250imQgtdeLpL01xftphr7mMxmZr6TnDkQwwbiPT_mKVe52POinaPY2OqWgdqUoccmkzEGjws2naOnoWHC-hLA0NdbwHcHDq7QRgPi_-jxh7Lwb318hbi2gcHSCjzN1BFD7Rq4YfEM_OJhDnFaiN1XHtZ-N2ApxJJeSZLs1bJdZ0odqvsudrFpml4qRFpQLxFlF29JMlEp2FyS5yTM7cy3h_0Z0xa2FY7RCA1z9TCyEBnCWlIlapkQrFJSLs_3S1HWicvlG6kJKZ4XFQQJTzJy6EiFz1OC8PRdXjVcJZmTVyqkghJFLxAtvdOpaichfS55SYokRKflFqK-qRuMDYdMHw3PESq-K-g5p-Yb2z8dJL3XVClHJLwgiLiEQ_m0wdwv10zdRePdB7UdWZ3OJ3E73tY!/dz/d5/L0lHSklKQ1NDbENsQ1FvS1VRb2dwUkNpQ2xFaVEvWU9ZRUFBSU1FQUFBRUVNQ01LR0lNQU9FT0JFQkVKRk5GTkpGRERMRExISU1FRFBQQXZBblBDS0EvNEpDaWpLMWJHTGppRUVwTWhTVFVVMXUybHNacVdhM2JTMjFWRktxaXBBISEvWjdfNUE2MDJIODBPMFZDNDA2ME80R01MODFHNTUvWjZfNUE2MDJIODBPR0YyRTBRRjlCUURFRzEwSzQvdmlldy9ub3JtYWwvbGFuZy9lbi9odHRwOiUwJTB0YWRhd3VsJTAvY29tcGFueVN5bWJvbC80MDEx/?locale=en
